fix,sp_p1,family_p1,origin_p1,bio_p1,bio_p1_0,target,family,origin_p2,biomass,root,comp,family_comp,competition,trans_date_c,comb
1088,Onobrychis viciifolia,Leguminosae,alien,2.081,2.081,Leontodon autumnalis,Compositae,native,0.655,NA,Epilobium ciliatum,Onagraceae,inter,0,H17
1088,Onobrychis viciifolia,Leguminosae,alien,2.081,2.081,Epilobium ciliatum,Onagraceae,alien,0.903,NA,Leontodon autumnalis,Compositae,inter,0,H17
215,empty,empty,empty,NA,0,Salvia pratensis,Lamiaceae,native,3.611,NA,Onobrychis viciifolia,Leguminosae,inter,0,H9
215,empty,empty,empty,NA,0,Onobrychis viciifolia,Leguminosae,alien,0.328,NA,Salvia pratensis,Lamiaceae,inter,0,H9
266,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,3.239,1.294,alone,alone,alone,0,A10
1368,Salvia verticillata,Lamiaceae,alien,2.006,2.006,Salvia pratensis,Lamiaceae,native,1.568,NA,Epilobium ciliatum,Onagraceae,inter,28,H19
1368,Salvia verticillata,Lamiaceae,alien,2.006,2.006,Epilobium ciliatum,Onagraceae,alien,1.131,NA,Salvia pratensis,Lamiaceae,inter,28,H19
1621,Plantago media,Plantaginaceae,native,4.676,4.676,Salvia pratensis,Lamiaceae,native,0.565,NA,Epilobium ciliatum,Onagraceae,inter,2,H19
1621,Plantago media,Plantaginaceae,native,4.676,4.676,Epilobium ciliatum,Onagraceae,alien,0.967,NA,Salvia pratensis,Lamiaceae,inter,2,H19
720,Leontodon autumnalis,Compositae,native,3.193,3.193,Dactylis glomerata,Poaceae,native,1.146,NA,Senecio inaequidens,Compositae,inter,0,H21
720,Leontodon autumnalis,Compositae,native,3.193,3.193,Senecio inaequidens,Compositae,alien,1.113,NA,Dactylis glomerata,Poaceae,inter,0,H21
712,Leontodon autumnalis,Compositae,native,4.669,4.669,Senecio inaequidens,Compositae,alien,1.137,NA,Senecio inaequidens,Compositae,intra,0,C10
712,Leontodon autumnalis,Compositae,native,4.669,4.669,Senecio inaequidens,Compositae,alien,0.955,NA,Senecio inaequidens,Compositae,intra,0,C10
948,Lotus corniculatus,Leguminosae,native,2.076,2.076,Plantago media,Plantaginaceae,native,0.464,NA,Senecio inaequidens,Compositae,inter,0,H25
948,Lotus corniculatus,Leguminosae,native,2.076,2.076,Senecio inaequidens,Compositae,alien,2.14,NA,Plantago media,Plantaginaceae,inter,0,H25
1725,Plantago media,Plantaginaceae,native,5.14,5.14,Solidago canadensis,Compositae,alien,0.914,0.587,alone,alone,alone,2,A6
500,Cynosurus cristatus,Poaceae,native,3.081,3.081,Lotus corniculatus,Leguminosae,native,0.292,NA,Senecio inaequidens,Compositae,inter,0,H23
500,Cynosurus cristatus,Poaceae,native,3.081,3.081,Senecio inaequidens,Compositae,alien,1.886,NA,Lotus corniculatus,Leguminosae,inter,0,H23
869,Lolium multiflorum,Poaceae,alien,4.324,4.324,Lotus corniculatus,Leguminosae,native,0.642,NA,Lotus corniculatus,Leguminosae,intra,0,C3
869,Lolium multiflorum,Poaceae,alien,4.324,4.324,Lotus corniculatus,Leguminosae,native,0.435,NA,Lotus corniculatus,Leguminosae,intra,0,C3
1067,Onobrychis viciifolia,Leguminosae,alien,1.008,1.008,Salvia pratensis,Lamiaceae,native,1.488,NA,Epilobium ciliatum,Onagraceae,inter,0,H19
1067,Onobrychis viciifolia,Leguminosae,alien,1.008,1.008,Epilobium ciliatum,Onagraceae,alien,0.779,NA,Salvia pratensis,Lamiaceae,inter,0,H19
362,Dactylis glomerata,Poaceae,native,5.772,5.772,Dactylis glomerata,Poaceae,native,0.907,NA,Onobrychis viciifolia,Leguminosae,inter,0,H6
362,Dactylis glomerata,Poaceae,native,5.772,5.772,Onobrychis viciifolia,Leguminosae,alien,0.002,NA,Dactylis glomerata,Poaceae,inter,0,H6
1475,Solidago gigantea,Compositae,alien,3.321,3.321,Lotus corniculatus,Leguminosae,native,0.771,0.264,alone,alone,alone,20,A3
41,empty,empty,empty,NA,0,Dactylis glomerata,Poaceae,native,4.139,NA,Senecio inaequidens,Compositae,inter,0,H21
41,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,1.177,NA,Dactylis glomerata,Poaceae,inter,0,H21
1013,Lotus corniculatus,Leguminosae,native,1.878,1.878,Leontodon autumnalis,Compositae,native,1.176,NA,Leontodon autumnalis,Compositae,intra,0,C2
1013,Lotus corniculatus,Leguminosae,native,1.878,1.878,Leontodon autumnalis,Compositae,native,0.062,NA,Leontodon autumnalis,Compositae,intra,0,C2
1524,Solidago gigantea,Compositae,alien,1.799,1.799,Lotus corniculatus,Leguminosae,native,0.288,NA,Lolium multiflorum,Poaceae,inter,33,H13
1524,Solidago gigantea,Compositae,alien,1.799,1.799,Lolium multiflorum,Poaceae,alien,1.722,NA,Lotus corniculatus,Leguminosae,inter,33,H13
451,Dactylis glomerata,Poaceae,native,4.707,4.707,Lolium multiflorum,Poaceae,alien,2.04,1.369,alone,alone,alone,0,A8
769,Lolium multiflorum,Poaceae,alien,4.324,4.324,Lotus corniculatus,Leguminosae,native,0.49,NA,Onobrychis viciifolia,Leguminosae,inter,0,H8
769,Lolium multiflorum,Poaceae,alien,4.324,4.324,Onobrychis viciifolia,Leguminosae,alien,0.556,NA,Lotus corniculatus,Leguminosae,inter,0,H8
1079,Onobrychis viciifolia,Leguminosae,alien,1.684,1.684,Lotus corniculatus,Leguminosae,native,0.067,NA,Onobrychis viciifolia,Leguminosae,inter,0,H8
1079,Onobrychis viciifolia,Leguminosae,alien,1.684,1.684,Onobrychis viciifolia,Leguminosae,alien,0.048,NA,Lotus corniculatus,Leguminosae,inter,0,H8
76,empty,empty,empty,NA,0,Dactylis glomerata,Poaceae,native,3.089,2.029,alone,alone,alone,0,A1
1515,Solidago gigantea,Compositae,alien,0.381,0.381,Onobrychis viciifolia,Leguminosae,alien,0.995,NA,Onobrychis viciifolia,Leguminosae,intra,33,C7
1515,Solidago gigantea,Compositae,alien,0.381,0.381,Onobrychis viciifolia,Leguminosae,alien,0.739,NA,Onobrychis viciifolia,Leguminosae,intra,33,C7
1595,Plantago media,Plantaginaceae,native,3.662,3.662,Salvia pratensis,Lamiaceae,native,0.766,NA,Onobrychis viciifolia,Leguminosae,inter,2,H9
1595,Plantago media,Plantaginaceae,native,3.662,3.662,Onobrychis viciifolia,Leguminosae,alien,0.059,NA,Salvia pratensis,Lamiaceae,inter,2,H9
957,Lotus corniculatus,Leguminosae,native,2.665,2.665,Senecio inaequidens,Compositae,alien,2.35,0.957,alone,alone,alone,0,A10
633,Leontodon autumnalis,Compositae,native,4.181,4.181,Leontodon autumnalis,Compositae,native,1.054,0.84,alone,alone,alone,0,A2
1270,Salvia pratensis,Lamiaceae,native,4.439,4.439,Salvia pratensis,Lamiaceae,native,0.921,NA,Salvia pratensis,Lamiaceae,intra,0,C4
1270,Salvia pratensis,Lamiaceae,native,4.439,4.439,Salvia pratensis,Lamiaceae,native,0.612,NA,Salvia pratensis,Lamiaceae,intra,0,C4
1169,Onobrychis viciifolia,Leguminosae,alien,1.152,1.152,Lotus corniculatus,Leguminosae,native,0.368,NA,Senecio inaequidens,Compositae,inter,0,H23
1169,Onobrychis viciifolia,Leguminosae,alien,1.152,1.152,Senecio inaequidens,Compositae,alien,2.33,NA,Lotus corniculatus,Leguminosae,inter,0,H23
1281,Salvia pratensis,Lamiaceae,native,3.34,3.34,Dactylis glomerata,Poaceae,native,1.301,NA,Senecio inaequidens,Compositae,inter,0,H21
1281,Salvia pratensis,Lamiaceae,native,3.34,3.34,Senecio inaequidens,Compositae,alien,0.647,NA,Dactylis glomerata,Poaceae,inter,0,H21
518,Cynosurus cristatus,Poaceae,native,3.634,3.634,Plantago media,Plantaginaceae,native,1.038,0.157,alone,alone,alone,0,A5
517,Cynosurus cristatus,Poaceae,native,2.476,2.476,Lotus corniculatus,Leguminosae,native,0.112,NA,Senecio inaequidens,Compositae,inter,0,H23
517,Cynosurus cristatus,Poaceae,native,2.476,2.476,Senecio inaequidens,Compositae,alien,1.816,NA,Lotus corniculatus,Leguminosae,inter,0,H23
798,Lolium multiflorum,Poaceae,alien,3.576,3.576,Lolium multiflorum,Poaceae,alien,1.927,1.359,alone,alone,alone,0,A8
1105,Onobrychis viciifolia,Leguminosae,alien,0.717,0.717,Lotus corniculatus,Leguminosae,native,0.849,NA,Lotus corniculatus,Leguminosae,intra,0,C3
1105,Onobrychis viciifolia,Leguminosae,alien,0.717,0.717,Lotus corniculatus,Leguminosae,native,1.152,NA,Lotus corniculatus,Leguminosae,intra,0,C3
643,Leontodon autumnalis,Compositae,native,4.781,4.781,Senecio inaequidens,Compositae,alien,1.013,NA,Senecio inaequidens,Compositae,intra,0,C10
643,Leontodon autumnalis,Compositae,native,4.781,4.781,Senecio inaequidens,Compositae,alien,0.785,NA,Senecio inaequidens,Compositae,intra,0,C10
1192,Salvia pratensis,Lamiaceae,native,5.293,5.293,Salvia pratensis,Lamiaceae,native,1.001,NA,Solidago canadensis,Compositae,inter,0,H4
1192,Salvia pratensis,Lamiaceae,native,5.293,5.293,Solidago canadensis,Compositae,alien,0.674,NA,Salvia pratensis,Lamiaceae,inter,0,H4
1625,Plantago media,Plantaginaceae,native,4.56,4.56,Plantago media,Plantaginaceae,native,0.402,NA,Epilobium ciliatum,Onagraceae,inter,2,H20
1625,Plantago media,Plantaginaceae,native,4.56,4.56,Epilobium ciliatum,Onagraceae,alien,1.787,NA,Plantago media,Plantaginaceae,inter,2,H20
1315,Salvia verticillata,Lamiaceae,alien,2.544,2.544,Leontodon autumnalis,Compositae,native,0.494,NA,Solidago canadensis,Compositae,inter,15,H2
1315,Salvia verticillata,Lamiaceae,alien,2.544,2.544,Solidago canadensis,Compositae,alien,0.888,NA,Leontodon autumnalis,Compositae,inter,15,H2
1380,Salvia verticillata,Lamiaceae,alien,2.326,2.326,Plantago media,Plantaginaceae,native,0.754,NA,Onobrychis viciifolia,Leguminosae,inter,28,H10
1380,Salvia verticillata,Lamiaceae,alien,2.326,2.326,Onobrychis viciifolia,Leguminosae,alien,0.267,NA,Plantago media,Plantaginaceae,inter,28,H10
430,Dactylis glomerata,Poaceae,native,5.969,5.969,Solidago canadensis,Compositae,alien,1.266,0.352,alone,alone,alone,0,A6
1723,Plantago media,Plantaginaceae,native,4.609,4.609,Leontodon autumnalis,Compositae,native,0.228,NA,Senecio inaequidens,Compositae,inter,2,H22
1723,Plantago media,Plantaginaceae,native,4.609,4.609,Senecio inaequidens,Compositae,alien,1.373,NA,Leontodon autumnalis,Compositae,inter,2,H22
1085,Onobrychis viciifolia,Leguminosae,alien,0.448,0.448,Solidago canadensis,Compositae,alien,0.889,NA,Solidago canadensis,Compositae,intra,0,C6
1085,Onobrychis viciifolia,Leguminosae,alien,0.448,0.448,Solidago canadensis,Compositae,alien,0.989,NA,Solidago canadensis,Compositae,intra,0,C6
25,empty,empty,empty,NA,0,Onobrychis viciifolia,Leguminosae,alien,0.69,NA,Onobrychis viciifolia,Leguminosae,intra,0,C7
25,empty,empty,empty,NA,0,Onobrychis viciifolia,Leguminosae,alien,0.597,NA,Onobrychis viciifolia,Leguminosae,intra,0,C7
318,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,0.365,NA,Solidago canadensis,Compositae,inter,0,H2
318,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,0.848,NA,Leontodon autumnalis,Compositae,inter,0,H2
1024,Lotus corniculatus,Leguminosae,native,2.424,2.424,Lotus corniculatus,Leguminosae,native,0.402,NA,Epilobium ciliatum,Onagraceae,inter,0,H18
1024,Lotus corniculatus,Leguminosae,native,2.424,2.424,Epilobium ciliatum,Onagraceae,alien,1.536,NA,Lotus corniculatus,Leguminosae,inter,0,H18
1481,Solidago gigantea,Compositae,alien,3.237,3.237,Epilobium ciliatum,Onagraceae,alien,1.177,NA,Epilobium ciliatum,Onagraceae,intra,20,C9
1481,Solidago gigantea,Compositae,alien,3.237,3.237,Epilobium ciliatum,Onagraceae,alien,0.747,NA,Epilobium ciliatum,Onagraceae,intra,20,C9
567,Cynosurus cristatus,Poaceae,native,3.116,3.116,Solidago canadensis,Compositae,alien,0.246,0.049,alone,alone,alone,0,A6
210,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,1.577,0.495,alone,alone,alone,0,A3
415,Dactylis glomerata,Poaceae,native,5.465,5.465,Epilobium ciliatum,Onagraceae,alien,2.751,0.549,alone,alone,alone,0,A9
1165,Onobrychis viciifolia,Leguminosae,alien,1.313,1.313,Salvia pratensis,Lamiaceae,native,1.549,0.686,alone,alone,alone,0,A4
1257,Salvia pratensis,Lamiaceae,native,4.087,4.087,Dactylis glomerata,Poaceae,native,1.903,NA,Solidago canadensis,Compositae,inter,0,H1
1257,Salvia pratensis,Lamiaceae,native,4.087,4.087,Solidago canadensis,Compositae,alien,0.167,NA,Dactylis glomerata,Poaceae,inter,0,H1
428,Dactylis glomerata,Poaceae,native,5.817,5.817,Plantago media,Plantaginaceae,native,0.188,NA,Epilobium ciliatum,Onagraceae,inter,0,H20
428,Dactylis glomerata,Poaceae,native,5.817,5.817,Epilobium ciliatum,Onagraceae,alien,0.961,NA,Plantago media,Plantaginaceae,inter,0,H20
452,Dactylis glomerata,Poaceae,native,5.115,5.115,Lotus corniculatus,Leguminosae,native,0.226,NA,Solidago canadensis,Compositae,inter,0,H3
452,Dactylis glomerata,Poaceae,native,5.115,5.115,Solidago canadensis,Compositae,alien,0.697,NA,Lotus corniculatus,Leguminosae,inter,0,H3
439,Dactylis glomerata,Poaceae,native,4.548,4.548,Dactylis glomerata,Poaceae,native,1.009,NA,Onobrychis viciifolia,Leguminosae,inter,0,H6
439,Dactylis glomerata,Poaceae,native,4.548,4.548,Onobrychis viciifolia,Leguminosae,alien,0.044,NA,Dactylis glomerata,Poaceae,inter,0,H6
330,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,1.327,NA,Senecio inaequidens,Compositae,intra,0,C10
330,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,2.273,NA,Senecio inaequidens,Compositae,intra,0,C10
803,Lolium multiflorum,Poaceae,alien,3.176,3.176,Lolium multiflorum,Poaceae,alien,1.692,1.181,alone,alone,alone,0,A8
550,Cynosurus cristatus,Poaceae,native,3.422,3.422,Lolium multiflorum,Poaceae,alien,1.64,1.083,alone,alone,alone,0,A8
679,Leontodon autumnalis,Compositae,native,3.685,3.685,Senecio inaequidens,Compositae,alien,2.049,0.766,alone,alone,alone,0,A10
1197,Salvia pratensis,Lamiaceae,native,3.599,3.599,Lotus corniculatus,Leguminosae,native,0.61,NA,Solidago canadensis,Compositae,inter,0,H3
1197,Salvia pratensis,Lamiaceae,native,3.599,3.599,Solidago canadensis,Compositae,alien,0.303,NA,Lotus corniculatus,Leguminosae,inter,0,H3
914,Lotus corniculatus,Leguminosae,native,2.624,2.624,Lotus corniculatus,Leguminosae,native,0.421,NA,Epilobium ciliatum,Onagraceae,inter,0,H18
914,Lotus corniculatus,Leguminosae,native,2.624,2.624,Epilobium ciliatum,Onagraceae,alien,1.282,NA,Lotus corniculatus,Leguminosae,inter,0,H18
943,Lotus corniculatus,Leguminosae,native,4.594,4.594,Plantago media,Plantaginaceae,native,0.281,NA,Solidago canadensis,Compositae,inter,0,H5
943,Lotus corniculatus,Leguminosae,native,4.594,4.594,Solidago canadensis,Compositae,alien,0.559,NA,Plantago media,Plantaginaceae,inter,0,H5
705,Leontodon autumnalis,Compositae,native,2.125,2.125,Salvia pratensis,Lamiaceae,native,0.389,NA,Senecio inaequidens,Compositae,inter,0,H24
705,Leontodon autumnalis,Compositae,native,2.125,2.125,Senecio inaequidens,Compositae,alien,0.297,NA,Salvia pratensis,Lamiaceae,inter,0,H24
197,empty,empty,empty,NA,0,Onobrychis viciifolia,Leguminosae,alien,0.114,0.038,alone,alone,alone,0,A7
248,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,0.6,NA,Solidago canadensis,Compositae,inter,0,H2
248,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,2.033,NA,Leontodon autumnalis,Compositae,inter,0,H2
77,empty,empty,empty,NA,0,Epilobium ciliatum,Onagraceae,alien,2.847,0.475,alone,alone,alone,0,A9
1194,Salvia pratensis,Lamiaceae,native,2.876,2.876,Lolium multiflorum,Poaceae,alien,1.682,0.885,alone,alone,alone,0,A8
1543,Solidago gigantea,Compositae,alien,2.121,2.121,Salvia pratensis,Lamiaceae,native,1.182,NA,Senecio inaequidens,Compositae,inter,33,H24
1543,Solidago gigantea,Compositae,alien,2.121,2.121,Senecio inaequidens,Compositae,alien,0.768,NA,Salvia pratensis,Lamiaceae,inter,33,H24
1616,Plantago media,Plantaginaceae,native,4.463,4.463,Lotus corniculatus,Leguminosae,native,0.129,NA,Senecio inaequidens,Compositae,inter,2,H23
1616,Plantago media,Plantaginaceae,native,4.463,4.463,Senecio inaequidens,Compositae,alien,1.065,NA,Lotus corniculatus,Leguminosae,inter,2,H23
1507,Solidago gigantea,Compositae,alien,1.854,1.854,Plantago media,Plantaginaceae,native,0.538,NA,Plantago media,Plantaginaceae,intra,33,C5
1507,Solidago gigantea,Compositae,alien,1.854,1.854,Plantago media,Plantaginaceae,native,0.663,NA,Plantago media,Plantaginaceae,intra,33,C5
391,Dactylis glomerata,Poaceae,native,5.077,5.077,Dactylis glomerata,Poaceae,native,0.614,NA,Senecio inaequidens,Compositae,inter,0,H21
391,Dactylis glomerata,Poaceae,native,5.077,5.077,Senecio inaequidens,Compositae,alien,1.352,NA,Dactylis glomerata,Poaceae,inter,0,H21
246,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,2.838,0.693,alone,alone,alone,0,A10
34,empty,empty,empty,NA,0,Epilobium ciliatum,Onagraceae,alien,2.779,0.337,alone,alone,alone,0,A9
208,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,0.429,NA,Lolium multiflorum,Poaceae,inter,0,H12
208,empty,empty,empty,NA,0,Lolium multiflorum,Poaceae,alien,2.357,NA,Leontodon autumnalis,Compositae,inter,0,H12
1048,Onobrychis viciifolia,Leguminosae,alien,0.363,0.363,Plantago media,Plantaginaceae,native,0.518,NA,Senecio inaequidens,Compositae,inter,0,H25
1048,Onobrychis viciifolia,Leguminosae,alien,0.363,0.363,Senecio inaequidens,Compositae,alien,1.61,NA,Plantago media,Plantaginaceae,inter,0,H25
1518,Solidago gigantea,Compositae,alien,0.412,0.412,Salvia pratensis,Lamiaceae,native,0.803,NA,Senecio inaequidens,Compositae,inter,33,H24
1518,Solidago gigantea,Compositae,alien,0.412,0.412,Senecio inaequidens,Compositae,alien,2.694,NA,Salvia pratensis,Lamiaceae,inter,33,H24
973,Lotus corniculatus,Leguminosae,native,2.348,2.348,Dactylis glomerata,Poaceae,native,1.636,NA,Lolium multiflorum,Poaceae,inter,0,H11
973,Lotus corniculatus,Leguminosae,native,2.348,2.348,Lolium multiflorum,Poaceae,alien,0.607,NA,Dactylis glomerata,Poaceae,inter,0,H11
105,empty,empty,empty,NA,0,Plantago media,Plantaginaceae,native,0.845,0.168,alone,alone,alone,0,A5
640,Leontodon autumnalis,Compositae,native,6.018,6.018,Salvia pratensis,Lamiaceae,native,0.343,0.11,alone,alone,alone,0,A4
238,empty,empty,empty,NA,0,Salvia pratensis,Lamiaceae,native,2.062,NA,Solidago canadensis,Compositae,inter,0,H4
238,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,0.575,NA,Salvia pratensis,Lamiaceae,inter,0,H4
1135,Onobrychis viciifolia,Leguminosae,alien,0.816,0.816,Dactylis glomerata,Poaceae,native,1.804,NA,Senecio inaequidens,Compositae,inter,0,H21
1135,Onobrychis viciifolia,Leguminosae,alien,0.816,0.816,Senecio inaequidens,Compositae,alien,0.603,NA,Dactylis glomerata,Poaceae,inter,0,H21
1183,Salvia pratensis,Lamiaceae,native,4.325,4.325,Dactylis glomerata,Poaceae,native,1.664,NA,Epilobium ciliatum,Onagraceae,inter,0,H16
1183,Salvia pratensis,Lamiaceae,native,4.325,4.325,Epilobium ciliatum,Onagraceae,alien,0.572,NA,Dactylis glomerata,Poaceae,inter,0,H16
796,Lolium multiflorum,Poaceae,alien,4.892,4.892,Dactylis glomerata,Poaceae,native,1.725,NA,Solidago canadensis,Compositae,inter,0,H1
796,Lolium multiflorum,Poaceae,alien,4.892,4.892,Solidago canadensis,Compositae,alien,0.431,NA,Dactylis glomerata,Poaceae,inter,0,H1
1040,Onobrychis viciifolia,Leguminosae,alien,0.96,0.96,Lotus corniculatus,Leguminosae,native,0.284,NA,Lotus corniculatus,Leguminosae,intra,0,C3
1040,Onobrychis viciifolia,Leguminosae,alien,0.96,0.96,Lotus corniculatus,Leguminosae,native,0.338,NA,Lotus corniculatus,Leguminosae,intra,0,C3
1632,Plantago media,Plantaginaceae,native,3.09,3.09,Epilobium ciliatum,Onagraceae,alien,0.815,0.116,alone,alone,alone,2,A9
915,Lotus corniculatus,Leguminosae,native,1.674,1.674,Lotus corniculatus,Leguminosae,native,0.07,NA,Lolium multiflorum,Poaceae,inter,0,H13
915,Lotus corniculatus,Leguminosae,native,1.674,1.674,Lolium multiflorum,Poaceae,alien,2.047,NA,Lotus corniculatus,Leguminosae,inter,0,H13
85,empty,empty,empty,NA,0,Salvia pratensis,Lamiaceae,native,0.116,NA,Solidago canadensis,Compositae,inter,0,H4
85,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,0.983,NA,Salvia pratensis,Lamiaceae,inter,0,H4
507,Cynosurus cristatus,Poaceae,native,3.726,3.726,Senecio inaequidens,Compositae,alien,0.663,NA,Senecio inaequidens,Compositae,intra,0,C10
507,Cynosurus cristatus,Poaceae,native,3.726,3.726,Senecio inaequidens,Compositae,alien,0.802,NA,Senecio inaequidens,Compositae,intra,0,C10
84,empty,empty,empty,NA,0,Salvia pratensis,Lamiaceae,native,2.228,1.037,alone,alone,alone,0,A4
444,Dactylis glomerata,Poaceae,native,6.419,6.419,Dactylis glomerata,Poaceae,native,1.87,0.531,alone,alone,alone,0,A1
1322,Salvia verticillata,Lamiaceae,alien,4.658,4.658,Dactylis glomerata,Poaceae,native,0.689,NA,Senecio inaequidens,Compositae,inter,15,H21
1322,Salvia verticillata,Lamiaceae,alien,4.658,4.658,Senecio inaequidens,Compositae,alien,0.469,NA,Dactylis glomerata,Poaceae,inter,15,H21
169,empty,empty,empty,NA,0,Epilobium ciliatum,Onagraceae,alien,1.923,NA,Epilobium ciliatum,Onagraceae,intra,0,C9
169,empty,empty,empty,NA,0,Epilobium ciliatum,Onagraceae,alien,0.808,NA,Epilobium ciliatum,Onagraceae,intra,0,C9
1691,Plantago media,Plantaginaceae,native,6.086,6.086,Leontodon autumnalis,Compositae,native,0.294,NA,Leontodon autumnalis,Compositae,intra,2,C2
1691,Plantago media,Plantaginaceae,native,6.086,6.086,Leontodon autumnalis,Compositae,native,0.126,NA,Leontodon autumnalis,Compositae,intra,2,C2
592,Cynosurus cristatus,Poaceae,native,3.071,3.071,Lotus corniculatus,Leguminosae,native,0.473,NA,Solidago canadensis,Compositae,inter,0,H3
592,Cynosurus cristatus,Poaceae,native,3.071,3.071,Solidago canadensis,Compositae,alien,0.387,NA,Lotus corniculatus,Leguminosae,inter,0,H3
649,Leontodon autumnalis,Compositae,native,5.778,5.778,Dactylis glomerata,Poaceae,native,1.455,NA,Dactylis glomerata,Poaceae,intra,0,C1
649,Leontodon autumnalis,Compositae,native,5.778,5.778,Dactylis glomerata,Poaceae,native,0.953,NA,Dactylis glomerata,Poaceae,intra,0,C1
628,Leontodon autumnalis,Compositae,native,5.807,5.807,Leontodon autumnalis,Compositae,native,0.636,NA,Onobrychis viciifolia,Leguminosae,inter,0,H7
628,Leontodon autumnalis,Compositae,native,5.807,5.807,Onobrychis viciifolia,Leguminosae,alien,0.323,NA,Leontodon autumnalis,Compositae,inter,0,H7
911,Lotus corniculatus,Leguminosae,native,2.179,2.179,Solidago canadensis,Compositae,alien,0.841,0.324,alone,alone,alone,0,A6
450,Dactylis glomerata,Poaceae,native,5.361,5.361,Dactylis glomerata,Poaceae,native,0.913,NA,Epilobium ciliatum,Onagraceae,inter,0,H16
450,Dactylis glomerata,Poaceae,native,5.361,5.361,Epilobium ciliatum,Onagraceae,alien,1.127,NA,Dactylis glomerata,Poaceae,inter,0,H16
233,empty,empty,empty,NA,0,Dactylis glomerata,Poaceae,native,3.292,1.644,alone,alone,alone,0,A1
701,Leontodon autumnalis,Compositae,native,4.836,4.836,Leontodon autumnalis,Compositae,native,0.68,NA,Lolium multiflorum,Poaceae,inter,0,H12
701,Leontodon autumnalis,Compositae,native,4.836,4.836,Lolium multiflorum,Poaceae,alien,0.118,NA,Leontodon autumnalis,Compositae,inter,0,H12
207,empty,empty,empty,NA,0,Lolium multiflorum,Poaceae,alien,3.59,1.886,alone,alone,alone,0,A8
945,Lotus corniculatus,Leguminosae,native,1.229,1.229,Leontodon autumnalis,Compositae,native,1.369,NA,Onobrychis viciifolia,Leguminosae,inter,0,H7
945,Lotus corniculatus,Leguminosae,native,1.229,1.229,Onobrychis viciifolia,Leguminosae,alien,0.324,NA,Leontodon autumnalis,Compositae,inter,0,H7
118,empty,empty,empty,NA,0,Salvia pratensis,Lamiaceae,native,2.011,NA,Solidago canadensis,Compositae,inter,0,H4
118,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,0.166,NA,Salvia pratensis,Lamiaceae,inter,0,H4
1603,Plantago media,Plantaginaceae,native,2.955,2.955,Plantago media,Plantaginaceae,native,0.41,NA,Lolium multiflorum,Poaceae,inter,2,H15
1603,Plantago media,Plantaginaceae,native,2.955,2.955,Lolium multiflorum,Poaceae,alien,0.52,NA,Plantago media,Plantaginaceae,inter,2,H15
1125,Onobrychis viciifolia,Leguminosae,alien,1.649,1.649,Plantago media,Plantaginaceae,native,1.287,NA,Epilobium ciliatum,Onagraceae,inter,0,H20
1125,Onobrychis viciifolia,Leguminosae,alien,1.649,1.649,Epilobium ciliatum,Onagraceae,alien,1.802,NA,Plantago media,Plantaginaceae,inter,0,H20
896,Lotus corniculatus,Leguminosae,native,2.35,2.35,Leontodon autumnalis,Compositae,native,0.927,NA,Leontodon autumnalis,Compositae,intra,0,C2
896,Lotus corniculatus,Leguminosae,native,2.35,2.35,Leontodon autumnalis,Compositae,native,0.416,NA,Leontodon autumnalis,Compositae,intra,0,C2
1241,Salvia pratensis,Lamiaceae,native,5.314,5.314,Lolium multiflorum,Poaceae,alien,0.664,NA,Lolium multiflorum,Poaceae,intra,0,C8
1241,Salvia pratensis,Lamiaceae,native,5.314,5.314,Lolium multiflorum,Poaceae,alien,1.185,NA,Lolium multiflorum,Poaceae,intra,0,C8
339,Dactylis glomerata,Poaceae,native,4.209,4.209,Leontodon autumnalis,Compositae,native,0.5,NA,Solidago canadensis,Compositae,inter,0,H2
339,Dactylis glomerata,Poaceae,native,4.209,4.209,Solidago canadensis,Compositae,alien,1.1,NA,Leontodon autumnalis,Compositae,inter,0,H2
1617,Plantago media,Plantaginaceae,native,4.741,4.741,Plantago media,Plantaginaceae,native,0.701,0.215,alone,alone,alone,2,A5
18,empty,empty,empty,NA,0,Dactylis glomerata,Poaceae,native,3.922,0.381,alone,alone,alone,0,A1
287,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,2.16,3.075,alone,alone,alone,0,A2
161,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,0.752,NA,Epilobium ciliatum,Onagraceae,inter,0,H18
161,empty,empty,empty,NA,0,Epilobium ciliatum,Onagraceae,alien,2.5,NA,Lotus corniculatus,Leguminosae,inter,0,H18
